MACID,PARTNUM,REVISION,WORKNO,LINEID,OPERTOR,BARCODE,TRESULT,TESTDATE,TESTTIME,FL01,FL02,FL03,FL04,FL05,FL06,FL07,FL08,FL09,FL10,SDATE,STIME,ITSDATE,ITSTIME,FPATH
YM103R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170719,204229,PixelOpenShortTest_OOS,20170719,204258,764501,OS_PIXEL_OPEN_PX03,0,0,L59,0,,20170719,204229,20170719,204259,FHAPCE7/20170719D/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_D_0.csv
YM103L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170719,204142,PixelOpenShortTest_OOS,20170719,204052,764660,OS_PIXEL_OPEN_PX03,0,0,L59,0,,20170719,204142,20170719,204053,FHAPCE7/20170719D/YM103L/OQC_FLEX_POR_AutoAlign_tester764660_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170719,204812,PixelOpenShortTest_OOS,20170719,204831,763675,OS_PIXEL_OPEN_PX03,0,0,L38,0,,20170719,204812,20170719,204832,FHAPCE7/20170719N/tester/OQC_FLEX_POR_AutoAlign_tester763675_4.0.0_N_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170719,205350,PixelOpenShortTest_OOS,20170719,205436,763767,OS_PIXEL_OPEN_PX03,0,0,L37,0,,20170719,205350,20170719,205437,FHAPCE7/20170719D/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_D_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170723,215149,PixelOpenShortTest_OOS,20170723,225715,763964,OS_PIXEL_OPEN_PX03,0,0,L39,4,,20170723,215149,20170723,225716,FHAPCE7/20170723N/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_N_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170723,215350,PixelOpenShortTest_OOS,20170723,225717,763827,OS_PIXEL_OPEN_PX03,0,0,L39,4,,20170723,215350,20170723,225718,FHAPCE7/20170723N/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_N_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170723,215847,PixelOpenShortTest_OOS,20170723,225716,763888,OS_PIXEL_OPEN_PX03,0,0,L39,4,,20170723,215847,20170723,225717,FHAPCE7/20170723N/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_N_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170723,215640,PixelOpenShortTest_OOS,20170723,225714,763495,OS_PIXEL_OPEN_PX03,0,0,L39,4,,20170723,215640,20170723,225714,FHAPCE7/20170723N/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_N_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,204250,PixelOpenShortTest_OOS,20170726,204357,763767,OS_PIXEL_OPEN_PX03,0,0,L37,1,,20170726,204250,20170726,204357,FHAPCE7/20170726N/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_N_0.csv
YM58R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,205429,PixelOpenShortTest_OOS,20170726,205451,763675,OS_PIXEL_OPEN_PX03,0,0,L38,0,,20170726,205429,20170726,205451,FHAPCE7/20170726D/tester/OQC_FLEX_POR_AutoAlign_tester763675_4.0.0_D_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,203510,PixelOpenShortTest_OOS,20170726,203621,762945,OS_PIXEL_OPEN_PX03,1,100,L4,0,,20170726,203510,20170726,203623,FHAPCE7/20170726N/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_N_0.csv
YM65L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,204801,PixelOpenShortTest_OOS,20170726,204836,763248,OS_PIXEL_OPEN_PX03,0,0,L38,0,,20170726,204801,20170726,204837,FHAPCE7/20170726D/tester/OQC_FLEX_POR_AutoAlign_tester763248_4.0.0_D_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,203614,PixelOpenShortTest_OOS,20170726,203723,762960,OS_PIXEL_OPEN_PX03,0,0,L4,0,,20170726,203614,20170726,203725,FHAPCE7/20170726D/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_D_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,204149,PixelOpenShortTest_OOS,20170726,204254,763787,OS_PIXEL_OPEN_PX03,0,0,L37,1,,20170726,204149,20170726,204256,FHAPCE7/20170726D/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_D_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,204042,PixelOpenShortTest_OOS,20170726,204129,763941,OS_PIXEL_OPEN_PX03,0,0,L37,1,,20170726,204042,20170726,204130,FHAPCE7/20170726D/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_D_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,204124,PixelOpenShortTest_OOS,20170726,204213,763659,OS_PIXEL_OPEN_PX03,0,0,L37,1,,20170726,204124,20170726,204214,FHAPCE7/20170726D/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_D_0.csv
YM58L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,205512,PixelOpenShortTest_OOS,20170726,205532,764244,OS_PIXEL_OPEN_PX03,0,0,L38,0,,20170726,205512,20170726,205533,FHAPCE7/20170726D/YM58L/OQC_FLEX_POR_AutoAlign_tester764244_4.0.0_D_0.csv
YM37L,FHAPCE6,,test,Z24-108,F6672354,G5Y7261QHT1J25X93ZY1,PASS,20170702,214255,OK,20170702,214215,763734,NA,,,,,,20170702,214255,20170702,214218,FHAPCE6/20170702N/YM37L/OQC_FLEX_POR_AutoAlign_tester763734_4.0.0_N_0.csv
YM102L,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170718,222505,PixelOpenShortTest_OOS,20170718,223158,764239,OS_PIXEL_OPEN_PX03,0,0,L62,,,20170718,222505,20170718,223158,FHAPCE7/20170718N/YM102L/OQC_FLEX_POR_AutoAlign_tester764239_4.0.0_N_0.csv
YM102R,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170718,220613,PixelOpenShortTest_OOS,20170718,223152,763746,OS_PIXEL_OPEN_PX03,2,0,L62,,,20170718,220613,20170718,223153,FHAPCE7/20170718N/YM102R/OQC_FLEX_POR_AutoAlign_tester763746_4.0.0_N_0.csv
YM102R,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170718,222552,PixelOpenShortTest_OOS,20170718,223154,763746,OS_PIXEL_OPEN_PX03,2,0,L62,,,20170718,222552,20170718,223155,FHAPCE7/20170718N/YM102R/OQC_FLEX_POR_AutoAlign_tester763746_4.0.0_N_0.csv
YM102R,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170718,220214,PixelOpenShortTest_OOS,20170718,223151,763746,OS_PIXEL_OPEN_PX03,2,0,L62,,,20170718,220214,20170718,223152,FHAPCE7/20170718N/YM102R/OQC_FLEX_POR_AutoAlign_tester763746_4.0.0_N_0.csv
YM98L,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170718,222937,PixelOpenShortTest_OOS,20170718,223135,763824,OS_PIXEL_OPEN_PX03,1,0,L62,,,20170718,222937,20170718,223136,FHAPCE7/20170718N/YM98L/OQC_FLEX_POR_AutoAlign_tester763824_4.0.0_N_0.csv
YM98R,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170718,222852,PixelOpenShortTest_OOS,20170718,223135,763789,OS_PIXEL_OPEN_PX03,2,0,L62,,,20170718,222852,20170718,223136,FHAPCE7/20170718N/YM98R/OQC_FLEX_POR_AutoAlign_tester763789_4.0.0_N_0.csv
YM102L,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170718,214739,PixelOpenShortTest_OOS,20170718,223156,764239,OS_PIXEL_OPEN_PX03,0,0,L62,,,20170718,214739,20170718,223157,FHAPCE7/20170718N/YM102L/OQC_FLEX_POR_AutoAlign_tester764239_4.0.0_N_0.csv
YM102L,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170718,220524,PixelOpenShortTest_OOS,20170718,223156,764239,OS_PIXEL_OPEN_PX03,0,0,L62,,,20170718,220524,20170718,223157,FHAPCE7/20170718N/YM102L/OQC_FLEX_POR_AutoAlign_tester764239_4.0.0_N_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,80736,PixelOpenShortTest_OOS,20170720,182953,762945,OS_PIXEL_OPEN_PX03,4,100,L4,4,,20170720,80736,20170720,182954,FHAPCE7/20170720D/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_D_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,202548,PixelOpenShortTest_OOS,20170726,202837,763495,OS_PIXEL_OPEN_PX03,0,0,L39,1,,20170726,202548,20170726,202838,FHAPCE7/20170726N/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_N_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,203342,PixelOpenShortTest_OOS,20170726,203423,762943,OS_PIXEL_OPEN_PX03,1,100,L4,0,,20170726,203342,20170726,203424,FHAPCE7/20170726D/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_D_0.csv
YM98L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,200850,PixelOpenShortTest_OOS,20170726,200926,763824,OS_PIXEL_OPEN_PX03,0,0,L62,2,,20170726,200850,20170726,200927,FHAPCE7/20170726N/YM98L/OQC_FLEX_POR_AutoAlign_tester763824_4.0.0_N_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,202306,PixelOpenShortTest_OOS,20170726,202835,763888,OS_PIXEL_OPEN_PX03,0,0,L39,1,,20170726,202306,20170726,202836,FHAPCE7/20170726N/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_N_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,202509,PixelOpenShortTest_OOS,20170726,202840,763964,OS_PIXEL_OPEN_PX03,0,0,L39,1,,20170726,202509,20170726,202841,FHAPCE7/20170726N/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_N_0.csv
YM102L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,200819,PixelOpenShortTest_OOS,20170726,200732,764239,OS_PIXEL_OPEN_PX03,0,0,L62,2,,20170726,200819,20170726,200733,FHAPCE7/20170726N/YM102L/OQC_FLEX_POR_AutoAlign_tester764239_4.0.0_N_0.csv
YM102R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,201104,PixelOpenShortTest_OOS,20170726,201006,763746,OS_PIXEL_OPEN_PX03,0,0,L62,3,,20170726,201104,20170726,201007,FHAPCE7/20170726N/YM102R/OQC_FLEX_POR_AutoAlign_tester763746_4.0.0_N_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,202425,PixelOpenShortTest_OOS,20170726,202838,763827,OS_PIXEL_OPEN_PX03,0,0,L39,1,,20170726,202425,20170726,202839,FHAPCE7/20170726N/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_N_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,203427,PixelOpenShortTest_OOS,20170726,203507,762966,OS_PIXEL_OPEN_PX03,1,100,L4,0,,20170726,203427,20170726,203508,FHAPCE7/20170726D/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_D_0.csv
YM98R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,200748,PixelOpenShortTest_OOS,20170726,200822,763789,OS_PIXEL_OPEN_PX03,0,0,L62,2,,20170726,200748,20170726,200823,FHAPCE7/20170726D/YM98R/OQC_FLEX_POR_AutoAlign_tester763789_4.0.0_D_0.csv
YM96L,FHAPCE7,,test,Z24-09,F1111112,G5Y7261QHT1J25X93ZY1,FAIL,20170723,223544,PixelOpenShortTest_OOS,20170723,223530,764621,OS_PIXEL_OPEN_PX03,0,0,L60,2,,20170723,223544,20170723,223531,FHAPCE7/20170723N/YM96L/OQC_FLEX_POR_AutoAlign_tester764621_4.0.0_N_0.csv
YM95L,FHAPCE7,,test,Z24-09,F1111112,G5Y7261QHT1J25X93ZY1,FAIL,20170723,222813,PixelOpenShortTest_OOS,20170723,222716,764593,OS_PIXEL_OPEN_PX03,0,0,L60,0,,20170723,222813,20170723,222717,FHAPCE7/20170723N/YM95L/OQC_FLEX_POR_AutoAlign_tester764593_4.0.0_N_0.csv
YM96R,FHAPCE7,,test,Z24-09,F1111112,G5Y7261QHT1J25X93ZY1,FAIL,20170723,223500,PixelOpenShortTest_OOS,20170723,223439,764803,OS_PIXEL_OPEN_PX03,0,0,L60,2,,20170723,223500,20170723,223440,FHAPCE7/20170723N/YM96R/OQC_FLEX_POR_AutoAlign_tester764803_4.0.0_N_0.csv
YM95R,FHAPCE7,,test,Z24-09,F1111112,G5Y7261QHT1J25X93ZY1,FAIL,20170723,223315,PixelOpenShortTest_OOS,20170723,223218,763580,OS_PIXEL_OPEN_PX03,0,0,L60,1,,20170723,223315,20170723,223219,FHAPCE7/20170723N/YM95R/OQC_FLEX_POR_AutoAlign_tester763580_4.0.0_N_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,191437,PixelOpenShortTest_OOS,20170726,191523,763495,OS_PIXEL_OPEN_PX03,168,97.62,L39,4,,20170726,191437,20170726,191524,FHAPCE7/20170726D/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_D_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,191329,PixelOpenShortTest_OOS,20170726,191417,763888,OS_PIXEL_OPEN_PX03,177,97.74,L39,4,,20170726,191329,20170726,191418,FHAPCE7/20170726D/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_D_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,191249,PixelOpenShortTest_OOS,20170726,191338,763827,OS_PIXEL_OPEN_PX03,172,97.67,L39,4,,20170726,191249,20170726,191338,FHAPCE7/20170726D/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_D_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,191204,PixelOpenShortTest_OOS,20170726,191246,763964,OS_PIXEL_OPEN_PX03,173,97.69,L39,4,,20170726,191204,20170726,191246,FHAPCE7/20170726D/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_D_0.csv
YM58L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170726,190811,PixelOpenShortTest_OOS,20170726,190842,764244,OS_PIXEL_OPEN_PX03,88,96.59,L38,0,,20170726,190811,20170726,190843,FHAPCE7/20170726D/YM58L/OQC_FLEX_POR_AutoAlign_tester764244_4.0.0_D_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170718,213037,PixelOpenShortTest_OOS,20170718,213000,763495,OS_PIXEL_OPEN_PX03,8,0,L39,,,20170718,213037,20170718,213001,FHAPCE7/20170718N/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_N_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170718,92644,PixelOpenShortTest_OOS,20170718,212641,763964,OS_PIXEL_OPEN_PX03,24,100,L39,,,20170718,92644,20170718,212642,FHAPCE7/20170718N/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170718,212106,PixelOpenShortTest_OOS,20170718,212122,763675,OS_PIXEL_OPEN_PX03,0,0,L38,,,20170718,212106,20170718,212123,FHAPCE7/20170718N/tester/OQC_FLEX_POR_AutoAlign_tester763675_4.0.0_N_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170718,92755,PixelOpenShortTest_OOS,20170718,212752,763827,OS_PIXEL_OPEN_PX03,27,96.3,L39,,,20170718,92755,20170718,212753,FHAPCE7/20170718N/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_N_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170718,212920,PixelOpenShortTest_OOS,20170718,212839,763888,OS_PIXEL_OPEN_PX03,31,77.42,L39,,,20170718,212920,20170718,212840,FHAPCE7/20170718N/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_N_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QHT1J25X93ZY1,FAIL,20170718,204508,PixelOpenShortTest_OOS,20170718,204647,762945,OS_PIXEL_OPEN_PX03,72,95.83,L4,,,20170718,204508,20170718,204648,FHAPCE7/20170718D/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_D_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QHT1J25X93ZY1,FAIL,20170718,204357,PixelOpenShortTest_OOS,20170718,204557,762966,OS_PIXEL_OPEN_PX03,33,93.94,L4,,,20170718,204357,20170718,204559,FHAPCE7/20170718N/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_N_0.csv
LTK75L,FHAPCE7,,test,Z24-111,F6674414,G5Y7261QHT1J25X93ZY1,FAIL,20170718,202231,PixelOpenShortTest_OOS,20170718,202312,763233,OS_PIXEL_OPEN_PX03,256,93.75,L51,,,20170718,202231,20170718,202314,FHAPCE7/20170718D/LTK75L/OQC_FLEX_POR_AutoAlign_tester763233_4.0.0_D_0.csv
YM75L,FHAPCE7,,test,Z24-109,F1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170718,204026,PixelOpenShortTest_OOS,20170718,204526,764138,OS_PIXEL_OPEN_PX03,51,100,L59,,,20170718,204026,20170718,204528,FHAPCE7/20170718N/YM75L/OQC_FLEX_POR_AutoAlign_tester764138_4.0.0_N_0.csv
LTK50R,FHAPCE7,,test,Z24-111,F6674414,G5Y7261QHT1J25X93ZY1,FAIL,20170718,202737,PixelOpenShortTest_OOS,20170718,202840,763686,OS_PIXEL_OPEN_PX03,324,88.54,L50,,,20170718,202737,20170718,202849,FHAPCE7/20170718N/LTK50R/OQC_FLEX_POR_AutoAlign_tester763686_4.0.0_N_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QHT1J25X93ZY1,FAIL,20170718,204305,PixelOpenShortTest_OOS,20170718,204445,762960,OS_PIXEL_OPEN_PX03,31,100,L4,,,20170718,204305,20170718,204447,FHAPCE7/20170718N/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_N_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QHT1J25X93ZY1,FAIL,20170718,205035,PixelOpenShortTest_OOS,20170718,205120,763787,OS_PIXEL_OPEN_PX03,37,97.3,L37,,,20170718,205035,20170718,205121,FHAPCE7/20170718N/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170718,205629,PixelOpenShortTest_OOS,20170718,205619,763499,OS_PIXEL_OPEN_PX03,0,0,L38,,,20170718,205629,20170718,205621,FHAPCE7/20170718N/tester/OQC_FLEX_POR_AutoAlign_tester763499_4.0.0_N_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QHT1J25X93ZY1,FAIL,20170718,205138,PixelOpenShortTest_OOS,20170718,205220,763767,OS_PIXEL_OPEN_PX03,35,100,L37,,,20170718,205138,20170718,205222,FHAPCE7/20170718D/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_D_0.csv
LTK70L,FHAPCE7,,test,Z24-111,F6674414,G5Y7261QHT1J25X93ZY1,FAIL,20170718,202604,PixelOpenShortTest_OOS,20170718,202707,763626,OS_PIXEL_OPEN_PX03,296,93.92,L50,,,20170718,202604,20170718,202716,FHAPCE7/20170718D/LTK70L/OQC_FLEX_POR_AutoAlign_tester763626_4.0.0_D_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QHT1J25X93ZY1,FAIL,20170718,204926,PixelOpenShortTest_OOS,20170718,205034,763659,OS_PIXEL_OPEN_PX03,35,91.18,L37,,,20170718,204926,20170718,205036,FHAPCE7/20170718N/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_N_0.csv
LTK70R,FHAPCE7,,test,Z24-111,F6674414,G5Y7261QHT1J25X93ZY1,FAIL,20170718,202646,PixelOpenShortTest_OOS,20170718,202748,763602,OS_PIXEL_OPEN_PX03,0,0,L50,,,20170718,202646,20170718,202757,FHAPCE7/20170718D/LTK70R/OQC_FLEX_POR_AutoAlign_tester763602_4.0.0_D_0.csv
LTK54L,FHAPCE7,,test,Z24-111,F6674414,G5Y7261QHT1J25X93ZY1,FAIL,20170718,202840,PixelOpenShortTest_OOS,20170718,202944,763582,OS_PIXEL_OPEN_PX03,280,90.71,L50,,,20170718,202840,20170718,202953,FHAPCE7/20170718D/LTK54L/OQC_FLEX_POR_AutoAlign_tester763582_4.0.0_D_0.csv
LTK74L,FHAPCE7,,test,Z24-111,F6674414,G5Y7261QHT1J25X93ZY1,FAIL,20170718,201712,PixelOpenShortTest_OOS,20170718,201759,763423,OS_PIXEL_OPEN_PX03,125,89.6,L51,,,20170718,201712,20170718,201801,FHAPCE7/20170718D/LTK74L/OQC_FLEX_POR_AutoAlign_tester763423_4.0.0_D_0.csv
YM75R,FHAPCE7,,test,Z24-109,F1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170718,203941,PixelOpenShortTest_OOS,20170718,204526,763859,OS_PIXEL_OPEN_PX03,62,98.39,L59,,,20170718,203941,20170718,204527,FHAPCE7/20170718N/YM75R/OQC_FLEX_POR_AutoAlign_tester763859_4.0.0_N_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QHT1J25X93ZY1,FAIL,20170718,204840,PixelOpenShortTest_OOS,20170718,204941,763941,OS_PIXEL_OPEN_PX03,31,96.67,L37,,,20170718,204840,20170718,204942,FHAPCE7/20170718D/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_D_0.csv
YM103R,FHAPCE7,,test,Z24-109,F1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170718,203523,PixelOpenShortTest_OOS,20170718,204528,764501,OS_PIXEL_OPEN_PX03,56,94.64,L59,,,20170718,203523,20170718,204529,FHAPCE7/20170718N/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_N_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QHT1J25X93ZY1,FAIL,20170718,204114,PixelOpenShortTest_OOS,20170718,204312,762943,OS_PIXEL_OPEN_PX03,34,97.06,L4,,,20170718,204114,20170718,204314,FHAPCE7/20170718D/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_D_0.csv
LTK74R,FHAPCE7,,test,Z24-111,F6674414,G5Y7261QHT1J25X93ZY1,FAIL,20170718,201754,PixelOpenShortTest_OOS,20170718,201835,763627,OS_PIXEL_OPEN_PX03,107,85.98,L51,,,20170718,201754,20170718,201838,FHAPCE7/20170718N/LTK74R/OQC_FLEX_POR_AutoAlign_tester763627_4.0.0_N_0.csv
LTK75R,FHAPCE7,,test,Z24-111,F6674414,G5Y7261QHT1J25X93ZY1,FAIL,20170718,202022,PixelOpenShortTest_OOS,20170718,202111,763245,OS_PIXEL_OPEN_PX03,300,95,L51,,,20170718,202022,20170718,202112,FHAPCE7/20170718N/LTK75R/OQC_FLEX_POR_AutoAlign_tester763245_4.0.0_N_0.csv
YM103L,FHAPCE7,,test,Z24-109,F1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170718,203420,PixelOpenShortTest_OOS,20170718,204527,764660,OS_PIXEL_OPEN_PX03,60,100,L59,,,20170718,203420,20170718,204528,FHAPCE7/20170718N/YM103L/OQC_FLEX_POR_AutoAlign_tester764660_4.0.0_N_0.csv
LTK65L,FHAPCE7,,test,Z24-109,F6670335,G5Y7261QHT1J25X93ZY1,FAIL,20170713,165633,PixelOpenShortTest_OOS,20170713,165501,763427,OS_PIXEL_OPEN_PX03,,,,,,20170713,165633,20170713,165611,FHAPCE7/20170712N/LTK65L/OQC_FLEX_POR_AutoAlign_tester763427_4.0.0_N_0.csv
LTK71L,FHAPCE7,,test,Z24-109,F6670335,G5Y7261QHT1J25X93ZY1,FAIL,20170713,165557,PixelOpenShortTest_OOS,20170713,165706,764126,OS_PIXEL_OPEN_PX03,,,,,,20170713,165557,20170713,165815,FHAPCE7/20170713D/LTK71L/OQC_FLEX_POR_AutoAlign_tester764126_4.0.0_D_0.csv
LTK71R,FHAPCE7,,test,Z24-109,F6670335,G5Y7261QHT1J25X93ZY1,FAIL,20170713,165501,PixelOpenShortTest_OOS,20170713,165614,762798,OS_PIXEL_OPEN_PX03,,,,,,20170713,165501,20170713,165723,FHAPCE7/20170712N/LTK71R/OQC_FLEX_POR_AutoAlign_tester762798_4.0.0_N_0.csv
LTK71R,FHAPCE7,,test,Z24-109,F6670335,G5Y7261QHT1J25X93ZY1,FAIL,20170713,170244,PixelOpenShortTest_OOS,20170713,170359,762798,OS_PIXEL_OPEN_PX03,,,,,,20170713,170244,20170713,170509,FHAPCE7/20170713D/LTK71R/OQC_FLEX_POR_AutoAlign_tester762798_4.0.0_D_0.csv
LTK65R,FHAPCE7,,test,Z24-109,F6670335,G5Y7261QHT1J25X93ZY1,FAIL,20170713,170336,PixelOpenShortTest_OOS,20170713,170205,763509,OS_PIXEL_OPEN_PX03,,,,,,20170713,170336,20170713,170314,FHAPCE7/20170712N/LTK65R/OQC_FLEX_POR_AutoAlign_tester763509_4.0.0_N_0.csv
